zip,percent_pop_0_17,percent_pop_70_80,median_hh_income,pop_bucket
48089,0.252,0.042,35926,high_under_18
48091,0.247,0.046,34493,high_under_18
48111,0.227,0.05,56662,high_under_18
48120,0.301,0.044,38750,high_under_18
48122,0.309,0.054,39056,high_under_18
48126,0.351,0.034,31976,high_under_18
48127,0.255,0.054,47743,high_under_18
48128,0.261,0.048,82737,high_under_18
48131,0.214,0.047,56299,high_under_18
48134,0.259,0.049,68373,high_under_18
48141,0.279,0.048,32379,high_under_18
48146,0.246,0.044,42119,high_under_18
48157,0.222,0.03,48000,high_under_18
48166,0.257,0.039,59983,high_under_18
48174,0.251,0.054,47169,high_under_18
48177,0.254,0,0,high_under_18
48188,0.256,0.045,93185,high_under_18
48198,0.24,0.045,43901,high_under_18
48205,0.257,0.032,33540,high_under_18
48208,0.199,0.045,21677,high_under_18
48209,0.332,0.031,27811,high_under_18
48210,0.345,0.027,28939,high_under_18
48211,0.269,0.04,21719,high_under_18
48212,0.304,0.031,25144,high_under_18
48218,0.242,0.051,29671,high_under_18
48219,0.236,0.054,31850,high_under_18
48223,0.265,0.044,33209,high_under_18
48224,0.297,0.034,32371,high_under_18
48225,0.256,0.044,45856,high_under_18
48226,0.036,0.064,47894,high_70_80
48227,0.272,0.053,29971,high_under_18
48228,0.312,0.039,25028,high_under_18
48234,0.256,0.051,25506,high_under_18
48237,0.221,0.054,51498,high_under_18
48239,0.238,0.043,52385,high_under_18
48240,0.222,0.036,47487,high_under_18
48317,0.214,0.053,57606,high_under_18
48320,0.192,0.035,50862,high_under_18
48326,0.176,0.05,58913,high_under_18
48327,0.196,0.044,53985,high_under_18
48328,0.209,0.051,52370,high_under_18
48340,0.287,0.027,33292,high_under_18
48342,0.272,0.048,25989,high_under_18
48359,0.258,0.04,79358,high_under_18
48360,0.255,0.045,104389,high_under_18
48374,0.296,0.028,138068,high_under_18
48375,0.251,0.045,89939,high_under_18
48377,0.205,0.052,61627,high_under_18
48382,0.249,0.051,100026,high_under_18
48393,0.235,0.041,48868,high_under_18
48815,0.251,0.046,58295,high_under_18
48881,0.233,0.051,56700,high_under_18
49070,0.212,0.052,53571,high_under_18
49229,0.249,0.05,78750,high_under_18
49276,0.233,0.034,46927,high_under_18
49302,0.282,0.045,85632,high_under_18
49303,0.323,0.032,49167,high_under_18
49321,0.225,0.049,53250,high_under_18
49323,0.279,0.031,69775,high_under_18
49325,0.313,0.045,61397,high_under_18
49330,0.279,0.045,53396,high_under_18
49331,0.23,0.053,73703,high_under_18
49333,0.267,0.042,67471,high_under_18
49341,0.291,0.05,89491,high_under_18
49343,0.295,0.039,53125,high_under_18
49344,0.217,0.054,53333,high_under_18
49348,0.258,0.053,62318,high_under_18
49401,0.164,0.017,43130,high_under_18
49404,0.266,0.054,62151,high_under_18
49418,0.249,0.051,63984,high_under_18
49435,0.249,0.033,77625,high_under_18
49448,0.292,0.044,60742,high_under_18
49451,0.262,0.054,55154,high_under_18
49464,0.281,0.04,70491,high_under_18
49503,0.21,0.026,41306,high_under_18
49504,0.213,0.044,46184,high_under_18
49506,0.242,0.038,73083,high_under_18
49507,0.334,0.024,36938,high_under_18
49508,0.253,0.05,54994,high_under_18
49509,0.268,0.041,43629,high_under_18
49512,0.203,0.051,47914,high_under_18
49519,0.23,0.047,51509,high_under_18
49534,0.23,0.049,60867,high_under_18
49544,0.2,0.054,51206,high_under_18
49548,0.267,0.039,45534,high_under_18
50001,0.334,0.029,84792,high_under_18
50007,0.281,0.052,86806,high_under_18
50009,0.278,0.044,79132,high_under_18
50021,0.261,0.047,79336,high_under_18
50023,0.275,0.035,79518,high_under_18
50032,0.222,0,40156,high_under_18
50035,0.372,0.04,77270,high_under_18
50038,0.044,0.176,16500,high_70_80
50046,0.301,0.043,70365,high_under_18
50047,0.287,0.054,71250,high_under_18
50061,0.225,0.045,114231,high_under_18
50069,0.256,0.042,60139,high_under_18
50073,0.249,0.028,60516,high_under_18
50109,0.299,0.036,88214,high_under_18
50111,0.301,0.036,99560,high_under_18
50118,0.266,0.048,69375,high_under_18
50124,0.302,0.028,66577,high_under_18
50127,0,0.5,0,high_70_80
50131,0.265,0.054,93438,high_under_18
50139,0.217,0.046,67083,high_under_18
50160,0.313,0.043,56354,high_under_18
50211,0.279,0.036,83661,high_under_18
50226,0.353,0.026,101591,high_under_18
50229,0.238,0.044,101477,high_under_18
50244,0.327,0.054,77083,high_under_18
50261,0.294,0.032,106202,high_under_18
50263,0.32,0.029,95987,high_under_18
50266,0.218,0.045,75921,high_under_18
50276,0.265,0.039,69526,high_under_18
50310,0.222,0.052,60047,high_under_18
50311,0.211,0.031,44197,high_under_18
50312,0.185,0.046,63542,high_under_18
50313,0.257,0.048,51561,high_under_18
50314,0.283,0.038,37826,high_under_18
50315,0.243,0.052,46460,high_under_18
50316,0.267,0.044,42462,high_under_18
50320,0.291,0.034,56045,high_under_18
50321,0.289,0.042,52485,high_under_18
50323,0.342,0.044,130703,high_under_18
50325,0.274,0.054,94431,high_under_18
51501,0.246,0.052,46106,high_under_18
51526,0.227,0.04,79625,high_under_18
51542,0.247,0.039,101438,high_under_18
51548,0.266,0.042,75357,high_under_18
51551,0.208,0.054,84583,high_under_18
51576,0.308,0.05,104333,high_under_18
53007,0.159,0.067,41925,high_70_80
53017,0.223,0.046,106577,high_under_18
53037,0.252,0.045,74327,high_under_18
53046,0.158,0.063,56771,high_70_80
53074,0.212,0.054,64446,high_under_18
53076,0.253,0.029,103000,high_under_18
53140,0.224,0.047,38486,high_under_18
53144,0.253,0.044,55414,high_under_18
53154,0.233,0.04,70530,high_under_18
53167,0.355,0.028,51579,high_under_18
53177,0.163,0.051,64920,high_under_18
53188,0.21,0.053,66359,high_under_18
53189,0.245,0.046,87062,high_under_18
53204,0.333,0.029,28218,high_under_18
53205,0.354,0.04,23125,high_under_18
53206,0.315,0.038,22877,high_under_18
53207,0.201,0.046,58646,high_under_18
53208,0.289,0.025,31592,high_under_18
53209,0.284,0.052,33395,high_under_18
53210,0.334,0.025,34516,high_under_18
53212,0.242,0.028,33597,high_under_18
53213,0.225,0.045,73308,high_under_18
53214,0.205,0.041,44343,high_under_18
53215,0.329,0.028,35803,high_under_18
53216,0.275,0.042,34977,high_under_18
53218,0.34,0.033,37692,high_under_18
53219,0.213,0.053,52468,high_under_18
53222,0.245,0.039,52811,high_under_18
53224,0.309,0.036,46766,high_under_18
53225,0.281,0.043,42665,high_under_18
53295,0,0.088,0,high_70_80
53403,0.264,0.046,43411,high_under_18
53404,0.303,0.035,35013,high_under_18
53405,0.244,0.05,52978,high_under_18
53503,0.257,0.053,55655,high_under_18
53508,0.264,0.036,82778,high_under_18
53517,0.233,0.049,76447,high_under_18
53527,0.274,0.045,92882,high_under_18
53529,0.209,0.049,80625,high_under_18
53536,0.276,0.044,65262,high_under_18
53561,0.141,0.121,73194,high_70_80
53570,0.215,0.049,64904,high_under_18
53571,0.351,0.046,98929,high_under_18
53572,0.288,0.035,74087,high_under_18
53575,0.239,0.05,92274,high_under_18
53578,0.256,0.051,67034,high_under_18
53579,0.237,0.051,56250,high_under_18
53589,0.229,0.053,71051,high_under_18
53590,0.274,0.053,72317,high_under_18
53593,0.279,0.041,99578,high_under_18
53598,0.234,0.049,74244,high_under_18
53702,0,1,0,high_70_80
53704,0.202,0.042,55758,high_under_18
53713,0.271,0.023,38843,high_under_18
53714,0.201,0.053,56148,high_under_18
53719,0.217,0.027,77514,high_under_18
53911,0.267,0.038,79118,high_under_18
53928,0.27,0.025,64500,high_under_18
53932,0.274,0.047,67222,high_under_18
53969,0.157,0.107,54375,high_70_80
54016,0.254,0.05,89518,high_under_18
55005,0.245,0.035,84598,high_under_18
55011,0.231,0.039,91008,high_under_18
55014,0.234,0.039,86576,high_under_18
55016,0.282,0.046,89585,high_under_18
55020,0.291,0.027,117857,high_under_18
55024,0.306,0.025,88789,high_under_18
55038,0.292,0.033,95671,high_under_18
55044,0.292,0.043,108839,high_under_18
55054,0.37,0.01,121000,high_under_18
55068,0.287,0.046,92465,high_under_18
55070,0.275,0.049,77721,high_under_18
55071,0.235,0.048,70670,high_under_18
55075,0.246,0.054,57969,high_under_18
55077,0.246,0.05,74688,high_under_18
55085,0.217,0.041,77500,high_under_18
55090,0.263,0.044,46583,high_under_18
55101,0.053,0.067,48696,high_70_80
55103,0.309,0.032,32922,high_under_18
55104,0.22,0.032,57769,high_under_18
55105,0.193,0.049,83659,high_under_18
55106,0.31,0.027,47931,high_under_18
55107,0.291,0.036,50870,high_under_18
55108,0.169,0.04,66076,high_under_18
55111,0,0.308,0,high_70_80
55115,0.253,0.052,97051,high_under_18
55116,0.216,0.051,65518,high_under_18
55117,0.274,0.034,48244,high_under_18
55119,0.262,0.041,54646,high_under_18
55121,0.199,0.051,69191,high_under_18
55122,0.219,0.05,75931,high_under_18
55123,0.258,0.032,115098,high_under_18
55125,0.252,0.048,97825,high_under_18
55128,0.21,0.052,67121,high_under_18
55129,0.317,0.036,122854,high_under_18
55130,0.34,0.023,33697,high_under_18
55150,0.258,0.02,68125,high_under_18
55301,0.35,0.022,97688,high_under_18
55303,0.245,0.053,75803,high_under_18
55304,0.267,0.049,102400,high_under_18
55306,0.253,0.05,68542,high_under_18
55311,0.296,0.038,122582,high_under_18
55315,0.294,0.028,108592,high_under_18
55316,0.264,0.032,89043,high_under_18
55317,0.268,0.037,115461,high_under_18
55318,0.264,0.037,83799,high_under_18
55322,0.28,0.049,87878,high_under_18
55328,0.296,0.053,83108,high_under_18
55330,0.276,0.046,90522,high_under_18
55340,0.298,0.038,116513,high_under_18
55341,0.344,0.039,93525,high_under_18
55344,0.24,0.037,66928,high_under_18
55346,0.231,0.049,108866,high_under_18
55347,0.247,0.046,131004,high_under_18
55352,0.27,0.041,72778,high_under_18
55372,0.265,0.054,104191,high_under_18
55373,0.262,0.027,75476,high_under_18
55374,0.289,0.044,118594,high_under_18
55375,0.263,0.015,113500,high_under_18
55376,0.328,0.049,102275,high_under_18
55378,0.292,0.034,103740,high_under_18
55379,0.296,0.033,84043,high_under_18
55384,0.079,0.12,48517,high_70_80
55386,0.336,0.043,140946,high_under_18
55388,0.279,0.044,77357,high_under_18
55404,0.194,0.039,27434,high_under_18
55405,0.177,0.032,56365,high_under_18
55406,0.185,0.046,64112,high_under_18
55407,0.279,0.025,58142,high_under_18
55409,0.198,0.036,71408,high_under_18
55410,0.236,0.05,106438,high_under_18
55411,0.354,0.029,36512,high_under_18
55412,0.271,0.034,44069,high_under_18
55416,0.167,0.05,78908,high_under_18
55417,0.211,0.049,79878,high_under_18
55418,0.202,0.04,64180,high_under_18
55419,0.256,0.048,100306,high_under_18
55422,0.201,0.048,68192,high_under_18
55425,0.23,0.049,57500,high_under_18
55426,0.186,0.048,67467,high_under_18
55429,0.267,0.034,47127,high_under_18
55430,0.296,0.041,48872,high_under_18
55442,0.187,0.047,103606,high_under_18
55443,0.29,0.051,80392,high_under_18
55444,0.258,0.033,75057,high_under_18
55445,0.296,0.053,81092,high_under_18
55446,0.279,0.05,106165,high_under_18
55449,0.291,0.035,104161,high_under_18
55454,0.228,0.023,20088,high_under_18
60061,0.256,0.046,98803,high_under_18
60074,0.253,0.044,66774,high_under_18
60089,0.226,0.054,106630,high_under_18
60106,0.232,0.051,62604,high_under_18
60107,0.224,0.045,80421,high_under_18
60131,0.21,0.049,60163,high_under_18
60133,0.275,0.039,70550,high_under_18
60139,0.247,0.041,62697,high_under_18
60141,0,0.234,0,high_70_80
60160,0.293,0.041,47759,high_under_18
60162,0.189,0.05,52367,high_under_18
60165,0.288,0.02,41512,high_under_18
60169,0.233,0.044,72002,high_under_18
60172,0.227,0.049,81172,high_under_18
60173,0.177,0.039,79024,high_under_18
60176,0.219,0.054,55999,high_under_18
60187,0.229,0.053,97343,high_under_18
60188,0.224,0.044,78738,high_under_18
60195,0.187,0.025,82755,high_under_18
60201,0.178,0.054,75401,high_under_18
60301,0.13,0.059,74632,high_70_80
60302,0.236,0.053,83145,high_under_18
60304,0.283,0.043,100842,high_under_18
60402,0.255,0.042,60045,high_under_18
60406,0.246,0.041,40765,high_under_18
60409,0.251,0.05,42429,high_under_18
60411,0.266,0.051,43378,high_under_18
60440,0.264,0.037,72403,high_under_18
60446,0.278,0.041,72739,high_under_18
60455,0.235,0.048,54075,high_under_18
60458,0.28,0.037,47411,high_under_18
60459,0.24,0.052,55960,high_under_18
60469,0.329,0.027,37885,high_under_18
60471,0.228,0.044,50896,high_under_18
60478,0.244,0.043,57358,high_under_18
60482,0.207,0.051,52050,high_under_18
60487,0.241,0.046,99455,high_under_18
60501,0.319,0.038,50088,high_under_18
60513,0.242,0.046,78380,high_under_18
60514,0.309,0.052,103886,high_under_18
60517,0.217,0.048,79986,high_under_18
60523,0.128,0.181,101182,high_70_80
60532,0.176,0.05,80914,high_under_18
60534,0.245,0.054,47409,high_under_18
60563,0.214,0.049,84040,high_under_18
60565,0.263,0.046,124716,high_under_18
60601,0.072,0.071,110215,high_70_80
60604,0.04,0.057,114565,high_70_80
60608,0.198,0.038,41226,high_under_18
60609,0.277,0.045,33959,high_under_18
60610,0.094,0.083,81576,high_70_80
60611,0.059,0.103,96040,high_70_80
60612,0.243,0.039,38756,high_under_18
60618,0.217,0.038,66246,high_under_18
60623,0.311,0.034,31445,high_under_18
60624,0.306,0.04,22467,high_under_18
60625,0.199,0.035,63106,high_under_18
60626,0.164,0.039,39163,high_under_18
60629,0.297,0.036,41856,high_under_18
60632,0.3,0.034,42335,high_under_18
60637,0.252,0.042,28024,high_under_18
60639,0.283,0.036,41307,high_under_18
60641,0.22,0.045,56488,high_under_18
60644,0.279,0.052,27617,high_under_18
60645,0.266,0.048,50589,high_under_18
60647,0.201,0.03,68223,high_under_18
60651,0.273,0.052,36283,high_under_18
60652,0.264,0.043,65770,high_under_18
60653,0.265,0.05,28411,high_under_18
60655,0.247,0.053,94524,high_under_18
60659,0.246,0.048,50554,high_under_18
60804,0.305,0.03,44110,high_under_18
60805,0.25,0.047,67482,high_under_18
60827,0.297,0.039,31008,high_under_18
62021,0.087,0.105,73333,high_70_80
62022,0.107,0.071,56054,high_70_80
62025,0.208,0.05,76407,high_under_18
62028,0.164,0.045,70735,high_under_18
62060,0.214,0.042,24626,high_under_18
62201,0.433,0.029,15089,high_under_18
62204,0.271,0.052,17180,high_under_18
62206,0.249,0.04,29947,high_under_18
62207,0.261,0.039,17139,high_under_18
62220,0.215,0.054,50526,high_under_18
62221,0.241,0.049,59562,high_under_18
62225,0.394,0,55720,high_under_18
62232,0.265,0.046,49387,high_under_18
62240,0.251,0.045,42700,high_under_18
62258,0.278,0.047,76194,high_under_18
62260,0.208,0.037,72288,high_under_18
62269,0.259,0.053,80179,high_under_18
62281,0.342,0.051,95532,high_under_18
62294,0.242,0.043,79851,high_under_18
63019,0.23,0.05,52438,high_under_18
63026,0.255,0.052,75991,high_under_18
63031,0.256,0.053,57470,high_under_18
63049,0.239,0.052,63231,high_under_18
63052,0.273,0.047,69224,high_under_18
63053,0.344,0.031,50500,high_under_18
63057,0.2,0,0,high_under_18
63074,0.231,0.044,43962,high_under_18
63088,0.17,0.04,58125,high_under_18
63101,0.161,0.012,54649,high_under_18
63104,0.199,0.039,47780,high_under_18
63105,0.142,0.057,92614,high_70_80
63106,0.374,0.037,15031,high_under_18
63107,0.247,0.048,20758,high_under_18
63108,0.101,0.056,40621,high_70_80
63110,0.161,0.049,49610,high_under_18
63111,0.245,0.053,28263,high_under_18
63114,0.223,0.046,44053,high_under_18
63116,0.215,0.044,42977,high_under_18
63117,0.164,0.052,74541,high_under_18
63118,0.266,0.03,32851,high_under_18
63134,0.278,0.041,40408,high_under_18
63135,0.272,0.045,43692,high_under_18
63137,0.262,0.048,36849,high_under_18
63138,0.303,0.045,38367,high_under_18
63140,0.232,0.033,19821,high_under_18
63143,0.171,0.033,45777,high_under_18
63144,0.179,0.039,74438,high_under_18
63368,0.286,0.042,95774,high_under_18
63373,0.238,0.04,69375,high_under_18
63376,0.231,0.053,77741,high_under_18
63386,0.115,0.125,36607,high_70_80
64012,0.257,0.054,63307,high_under_18
64014,0.291,0.054,71503,high_under_18
64016,0.264,0.039,57192,high_under_18
64029,0.289,0.048,70814,high_under_18
64030,0.271,0.05,44631,high_under_18
64056,0.316,0.041,55203,high_under_18
64063,0.259,0.045,65542,high_under_18
64068,0.24,0.05,69996,high_under_18
64079,0.279,0.034,85022,high_under_18
64082,0.308,0.046,111855,high_under_18
64086,0.284,0.044,81941,high_under_18
64088,0.153,0.098,65655,high_70_80
64089,0.254,0.048,78000,high_under_18
64106,0.25,0.016,30595,high_under_18
64110,0.185,0.049,40828,high_under_18
64114,0.154,0.064,60769,high_70_80
64117,0.243,0.04,46814,high_under_18
64123,0.291,0.039,34947,high_under_18
64124,0.239,0.032,26043,high_under_18
64125,0.215,0.03,23355,high_under_18
64126,0.383,0.032,20373,high_under_18
64127,0.258,0.043,22989,high_under_18
64128,0.293,0.054,25614,high_under_18
64129,0.221,0.049,36347,high_under_18
64131,0.208,0.047,45433,high_under_18
64134,0.298,0.04,41296,high_under_18
64136,0.158,0.066,46493,high_70_80
64137,0.241,0.051,43173,high_under_18
64139,0.282,0.049,105063,high_under_18
64147,0.467,0,7394,high_under_18
64151,0.221,0.044,70268,high_under_18
64153,0.234,0.024,75699,high_under_18
64155,0.257,0.047,79787,high_under_18
64156,0.287,0.035,108333,high_under_18
64157,0.369,0.02,106587,high_under_18
64158,0.298,0.039,72667,high_under_18
64165,0.477,0,108750,high_under_18
64166,0.116,0.178,76667,high_70_80
64167,0.243,0.042,156250,high_under_18
66013,0.206,0.039,97429,high_under_18
66018,0.273,0.054,60758,high_under_18
66025,0.322,0.039,76773,high_under_18
66027,0.388,0,92172,high_under_18
66030,0.329,0.033,71657,high_under_18
66043,0.181,0.038,81465,high_under_18
66061,0.29,0.046,76750,high_under_18
66062,0.295,0.038,92414,high_under_18
66101,0.301,0.044,25267,high_under_18
66102,0.326,0.033,32514,high_under_18
66103,0.213,0.027,35903,high_under_18
66105,0.3,0.051,34107,high_under_18
66106,0.293,0.047,47518,high_under_18
66111,0.296,0.048,50920,high_under_18
66112,0.235,0.046,46268,high_under_18
66202,0.164,0.053,54230,high_under_18
66205,0.209,0.048,80297,high_under_18
66211,0.132,0.132,97344,high_70_80
66213,0.232,0.051,91989,high_under_18
66218,0.321,0.015,118284,high_under_18
66219,0.231,0.018,75187,high_under_18
66221,0.318,0.026,149461,high_under_18
66223,0.277,0.04,97114,high_under_18
66224,0.321,0.038,156180,high_under_18
66226,0.338,0.015,120551,high_under_18
66227,0.251,0.041,95493,high_under_18
67001,0.379,0.041,95958,high_under_18
67002,0.299,0.044,85525,high_under_18
67016,0.285,0.042,64464,high_under_18
67017,0.268,0.028,73021,high_under_18
67030,0.32,0.026,94776,high_under_18
67041,0.338,0.044,61250,high_under_18
67052,0.342,0.034,75625,high_under_18
67067,0.278,0.04,85000,high_under_18
67101,0.368,0.049,70065,high_under_18
67120,0.107,0.059,71776,high_70_80
67123,0.302,0.052,49167,high_under_18
67135,0.295,0.052,77212,high_under_18
67144,0.341,0.031,59120,high_under_18
67203,0.209,0.049,40418,high_under_18
67208,0.254,0.053,46054,high_under_18
67210,0.305,0.027,39818,high_under_18
67211,0.294,0.033,30681,high_under_18
67213,0.28,0.036,33549,high_under_18
67214,0.302,0.038,23183,high_under_18
67215,0.284,0.04,81434,high_under_18
67217,0.284,0.05,46580,high_under_18
67218,0.264,0.039,38366,high_under_18
67219,0.307,0.052,49485,high_under_18
67220,0.208,0.035,57850,high_under_18
67228,0.401,0.009,126065,high_under_18
67232,0.419,0.026,55750,high_under_18
67235,0.292,0.048,98290,high_under_18
68002,0.249,0.033,73538,high_under_18
68007,0.323,0.039,104320,high_under_18
68008,0.248,0.053,59015,high_under_18
68010,0.584,0,56250,high_under_18
68022,0.302,0.044,103385,high_under_18
68028,0.33,0.035,99091,high_under_18
68034,0.328,0.039,79583,high_under_18
68037,0.316,0.048,77000,high_under_18
68046,0.28,0.046,88151,high_under_18
68104,0.259,0.047,42945,high_under_18
68105,0.257,0.034,40712,high_under_18
68106,0.183,0.05,54044,high_under_18
68107,0.35,0.027,40519,high_under_18
68108,0.304,0.039,38966,high_under_18
68110,0.257,0.041,27107,high_under_18
68111,0.336,0.047,26284,high_under_18
68113,0.275,0,37321,high_under_18
68116,0.297,0.027,96807,high_under_18
68118,0.252,0.039,122765,high_under_18
68122,0.315,0.035,70653,high_under_18
68123,0.287,0.033,74267,high_under_18
68127,0.187,0.05,50352,high_under_18
68128,0.276,0.049,64988,high_under_18
68130,0.283,0.05,100676,high_under_18
68131,0.196,0.025,35630,high_under_18
68132,0.225,0.041,53826,high_under_18
68133,0.298,0.041,108806,high_under_18
68134,0.228,0.049,48990,high_under_18
68135,0.318,0.03,106875,high_under_18
68136,0.336,0.035,98660,high_under_18
68138,0.265,0.024,73821,high_under_18
68142,0.237,0.049,82260,high_under_18
68164,0.238,0.042,66980,high_under_18
68403,0.103,0.14,60000,high_70_80
70031,0.223,0.04,72955,high_under_18
70032,0.25,0.033,44030,high_under_18
70037,0.261,0.046,57607,high_under_18
70043,0.288,0.033,43590,high_under_18
70053,0.216,0.047,39711,high_under_18
70057,0.236,0.043,56625,high_under_18
70058,0.233,0.052,46001,high_under_18
70067,0.251,0.052,44918,high_under_18
70068,0.254,0.037,59774,high_under_18
70070,0.262,0.048,73207,high_under_18
70075,0.249,0.022,70298,high_under_18
70080,0.208,0.03,77169,high_under_18
70087,0.288,0.051,45595,high_under_18
70113,0.228,0.053,15675,high_under_18
70114,0.239,0.051,28442,high_under_18
70115,0.149,0.061,59985,high_70_80
70116,0.108,0.077,33224,high_70_80
70118,0.163,0.054,41227,high_under_18
70121,0.144,0.062,47710,high_70_80
70124,0.216,0.043,90033,high_under_18
70125,0.196,0.041,40156,high_under_18
70127,0.274,0.05,26113,high_under_18
70128,0.251,0.046,38895,high_under_18
70374,0.269,0.04,61682,high_under_18
70706,0.277,0.047,64211,high_under_18
70710,0.303,0.026,68261,high_under_18
70719,0.289,0.047,60313,high_under_18
70721,0.269,0.035,26492,high_under_18
70725,0.212,0.037,65069,high_under_18
70726,0.262,0.046,63152,high_under_18
70730,0.251,0.052,49449,high_under_18
70734,0.307,0.043,90671,high_under_18
70737,0.266,0.049,72852,high_under_18
70748,0.125,0.06,44123,high_70_80
70752,0.24,0.054,67649,high_under_18
70757,0.223,0.049,39575,high_under_18
70769,0.292,0.036,88759,high_under_18
70773,0.297,0.046,0,high_under_18
70774,0.287,0.054,78183,high_under_18
70780,0.189,0.031,47788,high_under_18
70783,0.098,0.105,54833,high_70_80
70785,0.3,0.043,59959,high_under_18
70791,0.273,0.043,72631,high_under_18
70802,0.174,0.048,24920,high_under_18
70805,0.277,0.036,25783,high_under_18
70810,0.227,0.054,81004,high_under_18
70814,0.254,0.038,53026,high_under_18
70816,0.224,0.047,49413,high_under_18
72002,0.276,0.042,56367,high_under_18
72007,0.274,0.049,66473,high_under_18
72011,0.265,0.038,55769,high_under_18
72016,0.153,0.14,46563,high_70_80
72022,0.227,0.054,64219,high_under_18
72023,0.264,0.051,59230,high_under_18
72032,0.223,0.047,44686,high_under_18
72034,0.233,0.039,50282,high_under_18
72079,0.172,0.048,36450,high_under_18
72083,0.152,0.109,32917,high_70_80
72113,0.243,0.054,54943,high_under_18
72114,0.309,0.041,19043,high_under_18
72117,0.227,0.044,38253,high_under_18
72118,0.224,0.05,43679,high_under_18
72132,0.289,0.05,51587,high_under_18
72176,0.289,0.053,50647,high_under_18
72201,0.015,0.062,69118,high_70_80
72204,0.239,0.041,33110,high_under_18
72205,0.188,0.043,46367,high_under_18
72209,0.318,0.022,34363,high_under_18
72210,0.255,0.051,56482,high_under_18
72211,0.23,0.04,62257,high_under_18
72327,0.337,0.047,34489,high_under_18
72329,0.189,0,75250,high_under_18
72339,0.099,0.109,18482,high_70_80
72364,0.291,0.044,65969,high_under_18
72376,0.133,0.11,46165,high_70_80
72384,0.196,0.049,27583,high_under_18
73004,0.303,0.04,57917,high_under_18
73012,0.314,0.036,97531,high_under_18
73025,0.307,0.05,128163,high_under_18
73054,0.239,0.054,51582,high_under_18
73058,0.165,0.004,78750,high_under_18
73066,0.269,0.038,33250,high_under_18
73069,0.188,0.045,46304,high_under_18
73071,0.206,0.041,48414,high_under_18
73078,0.326,0.033,88679,high_under_18
73099,0.268,0.049,70974,high_under_18
73104,0.189,0.028,51741,high_under_18
73105,0.148,0.061,38731,high_70_80
73106,0.204,0.029,34302,high_under_18
73107,0.239,0.035,40784,high_under_18
73108,0.345,0.024,25726,high_under_18
73109,0.336,0.051,33117,high_under_18
73110,0.255,0.05,40591,high_under_18
73112,0.203,0.048,43755,high_under_18
73114,0.304,0.033,35012,high_under_18
73118,0.174,0.053,53781,high_under_18
73119,0.363,0.027,34581,high_under_18
73122,0.238,0.043,45750,high_under_18
73127,0.272,0.043,35767,high_under_18
73128,0.288,0.041,75968,high_under_18
73129,0.35,0.036,29671,high_under_18
73131,0.207,0.038,74863,high_under_18
73135,0.268,0.051,55823,high_under_18
73141,0.214,0.038,38683,high_under_18
73142,0.219,0.045,69041,high_under_18
73145,0.28,0,54975,high_under_18
73149,0.289,0.033,36319,high_under_18
73151,0.222,0.033,172500,high_under_18
73160,0.257,0.043,61072,high_under_18
73165,0.24,0.052,78399,high_under_18
73169,0.273,0.045,66012,high_under_18
73173,0.33,0.024,103636,high_under_18
73179,0.314,0.032,96875,high_under_18
74012,0.268,0.049,68111,high_under_18
74033,0.307,0.034,64815,high_under_18
74037,0.293,0.045,84470,high_under_18
74039,0.255,0.051,45688,high_under_18
74041,0.312,0.053,63068,high_under_18
74050,0.164,0.038,31591,high_under_18
74053,0.292,0.051,68929,high_under_18
74054,0.29,0.046,41625,high_under_18
74055,0.256,0.044,72642,high_under_18
74061,0.191,0.045,44830,high_under_18
74082,0.257,0.027,46250,high_under_18
74106,0.301,0.041,24635,high_under_18
74107,0.271,0.05,40043,high_under_18
74110,0.319,0.034,26798,high_under_18
74112,0.203,0.05,42028,high_under_18
74115,0.322,0.034,32857,high_under_18
74116,0.326,0.028,36891,high_under_18
74119,0.064,0.088,40417,high_70_80
74120,0.191,0.038,43125,high_under_18
74128,0.296,0.05,42388,high_under_18
74129,0.284,0.048,41178,high_under_18
74132,0.243,0.052,62284,high_under_18
74134,0.272,0.038,51839,high_under_18
74136,0.202,0.05,41433,high_under_18
74146,0.341,0.029,35918,high_under_18
74857,0.232,0.054,59337,high_under_18
75002,0.295,0.032,98652,high_under_18
75006,0.261,0.047,57415,high_under_18
75007,0.225,0.054,82079,high_under_18
75010,0.229,0.029,81856,high_under_18
75013,0.311,0.038,124915,high_under_18
75019,0.268,0.033,118471,high_under_18
75022,0.311,0.035,156902,high_under_18
75024,0.23,0.025,91795,high_under_18
75025,0.257,0.042,112999,high_under_18
75028,0.27,0.039,115490,high_under_18
75032,0.267,0.053,101851,high_under_18
75034,0.306,0.042,116962,high_under_18
75035,0.325,0.026,122843,high_under_18
75038,0.26,0.02,51444,high_under_18
75039,0.183,0.016,89845,high_under_18
75040,0.278,0.046,59305,high_under_18
75041,0.328,0.037,42556,high_under_18
75042,0.305,0.042,42153,high_under_18
75043,0.27,0.044,58571,high_under_18
75048,0.255,0.041,97666,high_under_18
75050,0.285,0.033,50889,high_under_18
75051,0.3,0.043,40841,high_under_18
75052,0.275,0.03,74859,high_under_18
75054,0.306,0.021,116784,high_under_18
75056,0.255,0.028,83141,high_under_18
75057,0.263,0.034,51861,high_under_18
75060,0.298,0.043,52749,high_under_18
75061,0.303,0.033,44079,high_under_18
75062,0.271,0.046,50133,high_under_18
75063,0.258,0.021,85165,high_under_18
